item_path,item_kind,status,shadow_item,drift_confidence,shadow_elicit_impl,shadow_can_be_direct,shadow_missing_external_traits,shadow_missing_our_traits,notes
elicit_tower::limit::_elicit_compat_TowerRateCreated::TowerRateCreatedStyle,Enum,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::BackoffDescribeParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::BackoffNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::BudgetDescribeParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::BudgetNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::FilterLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::RetryLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::TowerBackoffCreated,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::TowerBudgetCreated,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::TowerRetryLayerCreated,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::TowerRetryPlugin,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::_elicit_compat_TowerBackoffCreated::TowerBackoffCreatedStyle,Enum,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::_elicit_compat_TowerBudgetCreated::TowerBudgetCreatedStyle,Enum,Extra,,,,,,,"in shadow, not in target"
elicit_tower::retry::_elicit_compat_TowerRetryLayerCreated::TowerRetryLayerCreatedStyle,Enum,Extra,,,,,,,"in shadow, not in target"
elicit_tower::steer::SteerDescribeParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::steer::SteerIdResult,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::steer::SteerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::steer::TowerSteerCreated,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::steer::TowerSteerPlugin,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::steer::_elicit_compat_TowerSteerCreated::TowerSteerCreatedStyle,Enum,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::AndThenLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::BoxCloneServiceNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::BoxServiceDescribeParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::BoxServiceNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::MapErrLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::MapRequestLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::MapResponseLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::MapResultLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::ServiceIdResult,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::ThenLayerNewParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::TowerBoxServiceCreated,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::TowerUtilLayerCreated,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::TowerUtilPlugin,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::UtilLayerDescribeParams,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::UtilLayerIdResult,Struct,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::_elicit_compat_TowerBoxServiceCreated::TowerBoxServiceCreatedStyle,Enum,Extra,,,,,,,"in shadow, not in target"
elicit_tower::util::_elicit_compat_TowerUtilLayerCreated::TowerUtilLayerCreatedStyle,Enum,Extra,,,,,,,"in shadow, not in target"
tower,Module,Missing,,,,,,,
tower::BoxError,TypeAlias,Missing,,,,,,,
tower::builder,Module,Missing,,,,,,,
tower::builder::ServiceBuilder,Struct,Missing,,,,,,,
tower::layer,Module,Missing,,,,,,,
tower::layer::util,Module,Missing,,,,,,,
tower_layer,Module,Missing,,,,,,,
tower_layer::Layer,Trait,Missing,,,,,,,
tower_layer::identity::Identity,Struct,Missing,,,,,,,
tower_layer::layer_fn::LayerFn,Struct,Missing,,,,,,,
tower_layer::layer_fn::layer_fn,Function,Missing,,,,,,,
tower_layer::stack::Stack,Struct,Missing,,,,,,,
tower_service,Module,Missing,,,,,,,
tower_service::Service,Trait,Missing,,,,,,,
